#NTIMES: 145 
#NSTAGES: 5 
#TIMES[d]: 4.14 4.22 4.31 4.40 4.49 4.58 4.68 4.77 4.87 4.97 5.08 5.18 5.29 5.40 5.51 5.62 5.74 5.86 5.98 6.10 6.23 6.36 6.49 6.62 6.76 6.90 7.04 7.19 7.34 7.49 7.64 7.80 7.96 8.13 8.30 8.47 8.64 8.82 9.01 9.19 9.38 9.58 9.77 9.98 10.18 10.39 10.61 10.83 11.05 11.28 11.51 11.75 11.99 12.24 12.50 12.75 13.02 13.29 13.56 13.84 14.13 14.42 14.72 15.02 15.33 15.65 15.98 16.31 16.64 16.99 17.34 17.70 18.06 18.44 18.82 19.21 19.60 20.01 20.42 20.85 21.28 21.72 22.17 22.62 23.09 23.57 24.06 24.56 25.06 25.58 26.11 26.65 27.20 27.76 28.34 28.93 29.52 30.13 30.76 31.39 32.04 32.71 33.38 34.07 34.78 35.50 36.23 36.98 37.74 38.53 39.32 40.14 40.97 41.81 42.68 43.56 44.46 45.38 46.32 47.28 48.26 49.25 50.27 51.31 52.37 53.46 54.56 55.69 56.84 58.02 59.22 60.44 61.69 62.97 64.27 65.60 66.96 68.34 69.76 71.20 72.67 74.17 75.71 77.27 78.87 
#
#TIME: 4.14 
#NVEL: 67 
#vel_mid[km/s] ne0 ne1 ne2 ne3 ne4 
#vel_mid[km/s] ne0 ne1 ne2 ne3 ne4 
440.10 4.84e-01 5.16e-01 2.75e-13 2.25e-24 6.42e-23 
999.11 5.16e-01 4.84e-01 1.92e-13 2.20e-24 7.10e-23 
1267.34 5.22e-01 4.78e-01 1.89e-13 2.46e-24 9.44e-23 
1514.05 4.89e-01 5.11e-01 2.60e-13 1.71e-24 6.99e-23 
1808.80 1.56e-01 8.44e-01 6.26e-13 1.97e-24 6.19e-23 
1919.29 2.25e-01 7.75e-01 7.57e-13 1.43e-24 3.39e-23 
2160.92 3.28e-01 6.72e-01 9.28e-13 8.63e-25 1.84e-23 
2292.92 1.01e-01 8.99e-01 1.56e-12 8.65e-25 1.57e-23 
2432.98 2.04e-01 7.96e-01 1.68e-12 8.08e-25 1.53e-23 
2581.60 7.22e-02 9.28e-01 2.31e-12 7.66e-25 1.54e-23 
2739.29 3.98e-02 9.60e-01 2.94e-12 6.67e-25 1.09e-23 
2906.62 5.22e-02 9.48e-01 2.53e-12 4.19e-25 7.89e-24 
3084.17 7.67e-02 9.23e-01 2.54e-12 3.43e-25 6.48e-24 
3272.56 5.72e-02 9.43e-01 2.32e-12 2.78e-25 6.09e-24 
3472.46 7.77e-02 9.22e-01 1.80e-12 1.87e-25 3.56e-24 
3684.57 1.39e-01 8.61e-01 1.23e-12 1.67e-25 3.22e-24 
3909.64 1.33e-01 8.67e-01 8.16e-13 1.86e-25 4.20e-24 
4148.46 1.66e-01 8.34e-01 4.26e-13 1.83e-25 4.61e-24 
4401.86 3.01e-01 6.99e-01 1.97e-13 1.61e-25 4.99e-24 
4670.75 3.60e-01 6.40e-01 7.03e-14 1.17e-25 3.64e-24 
4956.05 3.20e-01 6.80e-01 3.18e-14 1.55e-25 6.44e-24 
5258.79 5.03e-01 4.97e-01 1.17e-14 1.74e-25 6.31e-24 
5580.02 2.27e-01 7.73e-01 5.35e-15 3.57e-25 1.76e-23 
5920.87 2.79e-01 7.21e-01 1.33e-15 3.25e-25 1.73e-23 
6282.54 3.49e-01 6.51e-01 3.01e-16 3.18e-25 2.92e-23 
6666.30 6.50e-01 3.50e-01 5.63e-17 1.98e-25 2.63e-23 
7073.50 9.95e-01 5.24e-03 4.90e-18 3.30e-25 2.70e-22 
7505.58 9.78e-01 2.17e-02 1.41e-17 3.58e-25 3.84e-23 
7964.05 1.00e+00 2.80e-04 8.13e-18 5.75e-25 9.41e-22 
8450.53 1.00e+00 3.26e-05 4.27e-18 1.96e-26 2.76e-26 
8966.72 1.00e+00 3.11e-06 2.40e-18 4.49e-27 5.55e-25 
9514.44 1.00e+00 1.86e-07 1.53e-18 3.34e-27 4.92e-25 
10095.62 1.00e+00 6.14e-09 7.88e-19 3.00e-28 1.86e-25 
10712.30 1.00e+00 1.68e-10 3.79e-19 2.54e-27 2.15e-24 
11366.65 1.00e+00 4.25e-12 1.34e-19 1.77e-29 6.15e-27 
12061.10 1.00e+00 1.34e-13 3.39e-20 3.73e-30 8.25e-29 
12793.43 1.00e+00 6.78e-15 6.70e-21 6.23e-31 6.23e-31 
13528.61 1.00e+00 5.95e-16 2.39e-21 1.50e-31 1.50e-31 
14194.74 1.00e+00 1.65e-16 3.32e-21 6.42e-32 6.42e-32 
14757.77 1.00e+00 1.83e-16 3.79e-21 3.92e-32 3.92e-32 
15240.48 1.00e+00 1.64e-16 2.33e-21 2.12e-32 2.12e-32 
15646.99 1.00e+00 1.38e-16 7.40e-22 1.07e-32 1.07e-32 
15960.30 1.00e+00 1.11e-16 3.24e-22 5.62e-33 5.62e-33 
16187.41 1.00e+00 1.35e-16 3.55e-22 4.33e-33 4.33e-33 
16354.17 1.00e+00 1.42e-16 3.40e-22 4.08e-33 4.08e-33 
16484.18 1.00e+00 1.37e-16 3.09e-22 4.49e-33 4.49e-33 
16593.12 1.00e+00 2.07e-16 6.59e-22 5.32e-33 5.32e-33 
16691.99 1.00e+00 2.36e-16 8.69e-22 6.12e-33 6.12e-33 
16788.59 1.00e+00 2.68e-16 1.05e-21 6.75e-33 6.75e-33 
16888.37 1.00e+00 3.54e-16 1.52e-21 7.32e-33 7.32e-33 
16998.79 1.00e+00 3.52e-16 1.63e-21 7.97e-33 7.97e-33 
17146.37 1.00e+00 4.02e-16 2.12e-21 8.78e-33 8.78e-33 
17415.23 1.00e+00 4.21e-16 2.33e-21 1.02e-32 1.02e-32 
17888.12 1.00e+00 6.42e-16 4.57e-21 1.20e-32 1.20e-32 
18532.37 1.00e+00 7.25e-16 4.19e-21 1.01e-32 1.01e-32 
19260.76 1.00e+00 9.66e-16 3.90e-21 5.91e-33 5.91e-33 
20034.10 1.00e+00 1.37e-15 2.19e-21 2.50e-33 2.50e-33 
20838.00 1.00e+00 1.78e-15 1.01e-21 7.85e-34 7.85e-34 
21647.97 1.00e+00 2.22e-15 3.49e-22 2.20e-34 2.20e-34 
22447.94 1.00e+00 2.76e-15 1.80e-22 8.81e-35 8.81e-35 
23245.88 1.00e+00 3.90e-15 1.40e-22 4.86e-35 4.86e-35 
24052.47 1.00e+00 8.31e-16 3.51e-24 1.06e-34 1.21e-32 
24867.72 1.00e+00 6.16e-15 1.19e-22 2.56e-35 2.56e-35 
25698.86 1.00e+00 5.21e-15 6.22e-23 2.38e-35 2.38e-35 
26587.16 1.00e+00 9.88e-15 3.12e-22 2.61e-35 2.61e-35 
27637.54 1.00e+00 7.26e-15 2.87e-22 3.53e-35 3.53e-35 
28986.97 1.00e+00 2.62e-15 4.32e-23 4.25e-33 2.16e-29 
#TIME: 38.53 
#NVEL: 67 
#vel_mid[km/s] ne0 ne1 ne2 ne3 ne4 
440.10 6.69e-01 3.31e-01 3.72e-14 1.20e-24 6.27e-23 
999.11 6.40e-01 3.60e-01 4.98e-14 2.94e-24 1.52e-22 
1267.34 6.29e-01 3.71e-01 4.54e-14 2.43e-24 1.11e-22 
1514.05 5.47e-01 4.53e-01 5.10e-14 1.07e-24 3.71e-23 
1808.80 5.31e-01 4.69e-01 8.19e-14 5.51e-25 1.14e-23 
1919.29 5.78e-01 4.22e-01 1.01e-13 5.30e-25 1.39e-23 
2160.92 3.40e-01 6.60e-01 1.91e-13 6.15e-25 1.83e-23 
2292.92 2.92e-01 7.08e-01 2.68e-13 4.78e-25 1.28e-23 
2432.98 4.14e-01 5.86e-01 2.90e-13 3.58e-25 9.22e-24 
2581.60 3.46e-01 6.54e-01 3.53e-13 3.68e-25 8.40e-24 
2739.29 1.45e-01 8.55e-01 5.06e-13 3.13e-25 6.49e-24 
2906.62 1.01e-01 8.99e-01 5.36e-13 3.27e-25 8.32e-24 
3084.17 1.01e-01 8.99e-01 5.31e-13 2.06e-25 5.07e-24 
3272.56 1.03e-01 8.97e-01 4.50e-13 1.40e-25 3.33e-24 
3472.46 9.23e-02 9.08e-01 3.79e-13 1.33e-25 3.90e-24 
3684.57 1.29e-01 8.71e-01 2.47e-13 1.23e-25 3.77e-24 
3909.64 2.18e-01 7.82e-01 1.49e-13 1.23e-25 3.95e-24 
4148.46 3.54e-01 6.46e-01 7.22e-14 1.11e-25 3.91e-24 
4401.86 4.49e-01 5.51e-01 2.84e-14 7.37e-26 2.65e-24 
4670.75 3.42e-01 6.58e-01 1.49e-14 9.25e-26 4.66e-24 
4956.05 3.92e-01 6.08e-01 5.59e-15 1.05e-25 5.76e-24 
5258.79 3.34e-01 6.66e-01 2.71e-15 2.06e-25 1.73e-23 
5580.02 4.20e-01 5.80e-01 6.35e-16 1.42e-25 8.75e-24 
5920.87 4.31e-01 5.69e-01 1.62e-16 1.61e-25 1.50e-23 
6282.54 6.36e-01 3.64e-01 4.99e-17 2.20e-25 2.45e-23 
6666.30 9.95e-01 5.07e-03 9.85e-19 1.51e-26 2.17e-24 
7073.50 8.86e-01 1.14e-01 1.23e-15 7.70e-23 4.27e-21 
7505.58 1.00e+00 3.73e-04 8.00e-19 8.44e-27 2.59e-25 
7964.05 1.00e+00 6.00e-05 7.38e-18 4.34e-26 4.14e-25 
8450.53 1.00e+00 6.01e-06 3.95e-18 1.37e-26 1.66e-24 
8966.72 1.00e+00 5.46e-07 2.40e-18 2.12e-27 5.14e-25 
9514.44 1.00e+00 3.16e-08 1.47e-18 1.44e-28 2.01e-26 
10095.62 1.00e+00 9.91e-10 7.81e-19 1.75e-28 8.96e-26 
10712.30 1.00e+00 2.44e-11 3.35e-19 2.63e-28 3.68e-27 
11366.65 1.00e+00 6.35e-13 1.14e-19 1.97e-28 6.02e-26 
12061.10 1.00e+00 2.53e-14 3.37e-20 3.97e-30 3.97e-30 
12793.43 1.00e+00 1.41e-15 7.00e-21 6.62e-31 6.62e-31 
13528.61 1.00e+00 1.38e-16 2.51e-21 1.59e-31 1.59e-31 
14194.74 1.00e+00 1.52e-16 5.99e-21 6.83e-32 6.83e-32 
14757.77 1.00e+00 1.52e-16 3.53e-21 4.17e-32 4.17e-32 
15240.48 1.00e+00 1.85e-16 3.06e-21 2.25e-32 2.25e-32 
15646.99 1.00e+00 1.62e-16 1.45e-21 1.14e-32 1.14e-32 
15960.30 1.00e+00 1.25e-16 5.74e-22 5.98e-33 5.98e-33 
16187.41 1.00e+00 1.08e-16 2.55e-22 4.61e-33 4.61e-33 
16354.17 1.00e+00 1.22e-16 3.05e-22 4.34e-33 4.34e-33 
16484.18 1.00e+00 1.37e-16 4.20e-22 4.78e-33 4.78e-33 
16593.12 1.00e+00 1.66e-16 5.12e-22 5.66e-33 7.16e-32 
16691.99 1.00e+00 2.43e-16 1.02e-21 6.50e-33 6.50e-33 
16788.59 1.00e+00 2.80e-16 1.29e-21 7.17e-33 7.17e-33 
16888.37 1.00e+00 2.97e-16 1.26e-21 7.79e-33 7.79e-33 
16998.79 1.00e+00 3.27e-16 1.70e-21 8.48e-33 8.48e-33 
17146.37 1.00e+00 3.68e-16 2.10e-21 9.33e-33 9.33e-33 
17415.23 1.00e+00 4.47e-16 3.47e-21 1.08e-32 1.08e-32 
17888.12 1.00e+00 5.54e-16 4.16e-21 1.27e-32 1.27e-32 
18532.37 1.00e+00 6.99e-16 4.99e-21 1.08e-32 1.08e-32 
19260.76 1.00e+00 2.53e-16 3.02e-22 6.28e-33 6.28e-33 
20034.10 1.00e+00 1.18e-15 1.98e-21 2.66e-33 2.66e-33 
20838.00 1.00e+00 1.52e-15 8.24e-22 8.35e-34 8.35e-34 
21647.97 1.00e+00 1.92e-15 2.90e-22 2.34e-34 2.34e-34 
22447.94 1.00e+00 2.20e-15 1.30e-22 9.37e-35 9.37e-35 
23245.88 1.00e+00 1.49e-15 2.30e-23 2.06e-34 4.53e-33 
24052.47 1.00e+00 4.70e-15 7.27e-22 3.45e-35 3.45e-35 
24867.72 1.00e+00 5.83e-15 1.22e-22 2.73e-35 2.73e-35 
25698.86 1.00e+00 6.04e-15 1.46e-22 2.53e-35 2.53e-35 
26587.16 1.00e+00 1.47e-15 5.22e-24 2.78e-35 1.93e-32 
27637.54 1.00e+00 7.06e-15 2.24e-22 3.75e-35 3.75e-35 
28986.97 1.00e+00 8.25e-15 1.55e-21 6.78e-35 6.78e-35 
#TIME: 39.32 
#NVEL: 67 
#vel_mid[km/s] ne0 ne1 ne2 ne3 ne4 
440.10 7.63e-01 2.37e-01 1.02e-14 2.24e-24 1.87e-22 
999.11 7.30e-01 2.70e-01 1.01e-14 1.70e-24 5.76e-23 
1267.34 6.46e-01 3.54e-01 1.21e-14 2.17e-24 8.82e-23 
1514.05 7.90e-01 2.10e-01 7.29e-15 5.63e-25 2.83e-23 
1808.80 7.20e-01 2.80e-01 1.28e-14 4.58e-25 2.84e-23 
1919.29 7.53e-01 2.47e-01 1.32e-14 3.69e-25 2.16e-23 
2160.92 7.14e-01 2.86e-01 2.07e-14 2.27e-25 8.03e-24 
2292.92 4.89e-01 5.11e-01 3.70e-14 2.45e-25 9.64e-24 
2432.98 2.10e-01 7.90e-01 7.55e-14 3.43e-25 1.61e-23 
2581.60 2.06e-01 7.94e-01 7.78e-14 3.06e-25 1.13e-23 
2739.29 5.31e-01 4.69e-01 4.94e-14 9.81e-26 3.37e-24 
2906.62 2.97e-01 7.03e-01 7.89e-14 1.26e-25 3.16e-24 
3084.17 2.79e-01 7.21e-01 6.55e-14 6.63e-26 2.07e-24 
3272.56 1.08e-01 8.92e-01 8.68e-14 8.52e-26 3.23e-24 
3472.46 3.79e-01 6.21e-01 4.59e-14 4.76e-26 1.51e-24 
3684.57 2.86e-01 7.14e-01 3.50e-14 4.90e-26 1.59e-24 
3909.64 1.72e-01 8.28e-01 2.78e-14 6.75e-26 2.62e-24 
4148.46 5.11e-01 4.89e-01 9.95e-15 5.75e-26 2.69e-24 
4401.86 6.50e-01 3.50e-01 3.30e-15 3.50e-26 2.18e-24 
4670.75 7.14e-01 2.86e-01 1.06e-15 1.97e-26 9.65e-25 
4956.05 6.02e-01 3.98e-01 6.06e-16 3.98e-26 2.53e-24 
5258.79 6.26e-01 3.74e-01 2.14e-16 3.99e-26 2.13e-24 
5580.02 7.38e-01 2.62e-01 4.33e-17 3.66e-26 4.11e-24 
5920.87 7.40e-01 2.60e-01 2.62e-17 1.18e-25 1.64e-23 
6282.54 9.07e-01 9.29e-02 1.71e-17 1.84e-25 2.20e-23 
6666.30 9.99e-01 1.48e-03 2.11e-17 8.93e-24 1.30e-20 
7073.50 9.73e-01 2.75e-02 1.54e-17 2.37e-27 9.31e-28 
7505.58 1.00e+00 8.47e-05 1.17e-17 1.37e-24 1.41e-21 
7964.05 1.00e+00 1.10e-05 6.64e-18 1.35e-26 1.34e-24 
8450.53 1.00e+00 1.02e-06 3.68e-18 3.02e-27 4.22e-25 
8966.72 1.00e+00 8.74e-08 2.15e-18 7.12e-28 2.70e-25 
9514.44 1.00e+00 4.90e-09 1.33e-18 1.06e-27 2.64e-24 
10095.62 1.00e+00 1.38e-10 6.44e-19 1.00e-28 1.00e-28 
10712.30 1.00e+00 3.99e-12 3.70e-19 9.06e-29 8.54e-27 
11366.65 1.00e+00 1.18e-13 1.43e-19 2.00e-29 2.00e-29 
12061.10 1.00e+00 5.85e-15 4.78e-20 4.22e-30 4.22e-30 
12793.43 1.00e+00 4.05e-16 1.32e-20 7.04e-31 7.04e-31 
13528.61 1.00e+00 1.06e-16 8.20e-21 1.69e-31 1.69e-31 
14194.74 1.00e+00 1.34e-16 5.67e-21 7.26e-32 7.26e-32 
14757.77 1.00e+00 1.32e-16 3.59e-21 4.43e-32 4.43e-32 
15240.48 1.00e+00 1.81e-16 2.85e-21 2.39e-32 2.39e-32 
15646.99 1.00e+00 1.58e-16 1.27e-21 1.21e-32 1.21e-32 
15960.30 1.00e+00 1.02e-16 3.62e-22 6.35e-33 6.35e-33 
16187.41 1.00e+00 1.23e-16 4.61e-22 4.90e-33 4.90e-33 
16354.17 1.00e+00 1.31e-16 4.36e-22 4.62e-33 4.62e-33 
16484.18 1.00e+00 1.54e-16 5.89e-22 5.08e-33 5.08e-33 
16593.12 1.00e+00 1.83e-16 8.47e-22 6.02e-33 6.02e-33 
16691.99 1.00e+00 2.25e-16 9.59e-22 6.91e-33 6.91e-33 
16788.59 1.00e+00 2.40e-16 1.10e-21 7.63e-33 7.63e-33 
16888.37 1.00e+00 2.82e-16 1.39e-21 8.28e-33 8.28e-33 
16998.79 1.00e+00 3.22e-16 1.88e-21 9.02e-33 9.02e-33 
17146.37 1.00e+00 3.49e-16 2.30e-21 9.92e-33 9.92e-33 
17415.23 1.00e+00 4.81e-16 3.69e-21 1.15e-32 1.15e-32 
17888.12 1.00e+00 6.47e-16 6.61e-21 1.35e-32 1.35e-32 
18532.37 1.00e+00 2.86e-16 9.38e-22 1.15e-32 2.89e-31 
19260.76 1.00e+00 8.52e-16 1.40e-20 6.68e-33 6.68e-33 
20034.10 1.00e+00 1.16e-15 2.38e-21 2.83e-33 2.83e-33 
20838.00 1.00e+00 4.99e-16 1.05e-22 8.88e-34 3.90e-32 
21647.97 1.00e+00 2.06e-15 4.22e-22 2.49e-34 2.49e-34 
22447.94 1.00e+00 2.63e-15 2.52e-22 9.96e-35 9.96e-35 
23245.88 1.00e+00 3.53e-15 3.70e-22 5.50e-35 5.50e-35 
24052.47 1.00e+00 3.78e-15 9.42e-23 3.67e-35 3.67e-35 
24867.72 1.00e+00 4.77e-15 9.72e-23 2.90e-35 2.90e-35 
25698.86 1.00e+00 5.72e-15 1.26e-22 2.69e-35 2.69e-35 
26587.16 1.00e+00 6.87e-15 8.47e-22 2.96e-35 2.96e-35 
27637.54 1.00e+00 8.12e-15 3.29e-22 3.99e-35 3.99e-35 
28986.97 1.00e+00 9.32e-15 7.11e-22 7.21e-35 7.21e-35 
#TIME: 40.14 
#NVEL: 67 
#vel_mid[km/s] ne0 ne1 ne2 ne3 ne4 
440.10 8.40e-01 1.60e-01 2.59e-15 1.59e-24 6.61e-23 
999.11 8.43e-01 1.57e-01 2.39e-15 1.59e-24 8.62e-23 
1267.34 8.65e-01 1.35e-01 1.49e-15 6.71e-25 2.76e-23 
1514.05 8.67e-01 1.33e-01 1.54e-15 7.47e-25 6.48e-23 
1808.80 8.66e-01 1.34e-01 1.58e-15 2.63e-25 1.70e-23 
1919.29 8.59e-01 1.41e-01 1.93e-15 3.20e-25 2.24e-23 
2160.92 8.34e-01 1.66e-01 2.78e-15 1.93e-25 1.51e-23 
2292.92 5.59e-01 4.41e-01 7.87e-15 2.17e-25 1.37e-23 
2432.98 8.26e-01 1.74e-01 3.48e-15 5.09e-26 1.96e-24 
2581.60 5.07e-01 4.93e-01 9.26e-15 1.11e-25 3.92e-24 
2739.29 5.02e-01 4.98e-01 9.74e-15 1.23e-25 1.07e-23 
2906.62 7.23e-01 2.77e-01 5.00e-15 2.65e-26 1.31e-24 
3084.17 4.06e-01 5.94e-01 1.07e-14 6.16e-26 4.67e-24 
3272.56 6.15e-01 3.85e-01 5.80e-15 1.75e-26 8.14e-25 
3472.46 6.33e-01 3.67e-01 4.48e-15 2.35e-26 1.58e-24 
3684.57 3.73e-01 6.27e-01 5.52e-15 3.29e-26 2.01e-24 
3909.64 7.62e-01 2.38e-01 1.31e-15 1.02e-26 5.52e-25 
4148.46 3.33e-01 6.67e-01 2.25e-15 5.58e-26 3.93e-24 
4401.86 5.80e-01 4.20e-01 5.93e-16 2.94e-26 2.93e-24 
4670.75 8.52e-01 1.48e-01 7.87e-17 1.27e-26 2.21e-24 
4956.05 9.74e-01 2.63e-02 5.61e-18 1.88e-27 2.35e-25 
5258.79 7.06e-01 2.94e-01 3.09e-17 4.66e-26 9.55e-24 
5580.02 9.93e-01 7.13e-03 8.01e-19 5.35e-27 1.72e-24 
5920.87 9.79e-01 2.09e-02 3.82e-18 5.55e-26 7.84e-24 
6282.54 9.99e-01 1.17e-03 9.24e-19 1.47e-26 1.60e-24 
6666.30 1.00e+00 3.64e-04 1.98e-17 2.01e-25 3.81e-25 
7073.50 1.00e+00 8.81e-05 2.28e-19 1.42e-27 6.86e-24 
7505.58 1.00e+00 1.56e-05 1.01e-17 3.04e-26 1.43e-25 
7964.05 1.00e+00 1.91e-06 6.38e-18 2.13e-26 5.05e-24 
8450.53 1.00e+00 1.66e-07 3.50e-18 1.55e-27 7.33e-25 
8966.72 1.00e+00 1.40e-08 2.13e-18 4.35e-27 3.78e-24 
9514.44 1.00e+00 7.35e-10 1.26e-18 9.23e-28 2.12e-25 
10095.62 1.00e+00 2.17e-11 7.23e-19 1.06e-28 1.06e-28 
10712.30 1.00e+00 5.89e-13 3.16e-19 5.86e-29 5.86e-29 
11366.65 1.00e+00 2.21e-14 1.51e-19 2.13e-29 2.13e-29 
12061.10 1.00e+00 1.23e-15 4.45e-20 4.48e-30 4.48e-30 
12793.43 1.00e+00 9.73e-17 9.68e-21 7.49e-31 7.49e-31 
13528.61 1.00e+00 1.23e-16 1.58e-20 1.80e-31 1.80e-31 
14194.74 1.00e+00 1.02e-16 4.15e-21 7.72e-32 7.72e-32 
14757.77 1.00e+00 1.59e-16 6.53e-21 4.72e-32 4.72e-32 
15240.48 1.00e+00 1.65e-16 2.76e-21 2.54e-32 2.54e-32 
15646.99 1.00e+00 1.49e-16 1.29e-21 1.29e-32 1.29e-32 
15960.30 1.00e+00 1.18e-16 6.52e-22 6.76e-33 6.76e-33 
16187.41 1.00e+00 1.15e-16 3.99e-22 5.21e-33 5.21e-33 
16354.17 1.00e+00 1.30e-16 4.20e-22 4.91e-33 4.91e-33 
16484.18 1.00e+00 1.29e-16 3.98e-22 5.40e-33 5.40e-33 
16593.12 1.00e+00 1.52e-16 5.70e-22 6.40e-33 6.40e-33 
16691.99 1.00e+00 2.20e-16 1.05e-21 7.35e-33 7.35e-33 
16788.59 1.00e+00 2.48e-16 1.40e-21 8.11e-33 8.11e-33 
16888.37 1.00e+00 3.06e-16 1.80e-21 8.80e-33 8.80e-33 
16998.79 1.00e+00 3.58e-16 2.25e-21 9.59e-33 9.59e-33 
17146.37 1.00e+00 3.48e-16 2.53e-21 1.06e-32 1.06e-32 
17415.23 1.00e+00 3.96e-16 2.60e-21 1.22e-32 1.22e-32 
17888.12 1.00e+00 5.25e-16 4.12e-21 1.44e-32 1.44e-32 
18532.37 1.00e+00 7.10e-16 1.50e-20 1.22e-32 1.22e-32 
19260.76 1.00e+00 9.10e-16 4.98e-21 7.11e-33 7.11e-33 
20034.10 1.00e+00 1.28e-15 3.15e-21 3.01e-33 3.01e-33 
20838.00 1.00e+00 1.61e-15 3.93e-21 9.44e-34 9.44e-34 
21647.97 1.00e+00 1.98e-15 3.99e-22 2.65e-34 2.65e-34 
22447.94 1.00e+00 2.21e-15 1.65e-22 1.06e-34 1.06e-34 
23245.88 1.00e+00 3.22e-15 1.44e-22 5.85e-35 5.85e-35 
24052.47 1.00e+00 4.22e-15 1.57e-22 3.90e-35 3.90e-35 
24867.72 1.00e+00 4.95e-15 1.42e-22 3.08e-35 3.08e-35 
25698.86 1.00e+00 6.55e-15 1.98e-22 2.86e-35 2.86e-35 
26587.16 1.00e+00 9.28e-15 3.61e-22 3.14e-35 3.14e-35 
27637.54 1.00e+00 1.69e-15 1.41e-23 3.41e-33 1.98e-29 
28986.97 1.00e+00 4.41e-15 1.54e-22 7.66e-35 7.66e-35 
#TIME: 40.97 
#NVEL: 67 
#vel_mid[km/s] ne0 ne1 ne2 ne3 ne4 
440.10 8.92e-01 1.08e-01 7.03e-16 1.53e-24 8.26e-23 
999.11 9.03e-01 9.73e-02 5.22e-16 1.14e-24 6.23e-23 
1267.34 9.16e-01 8.38e-02 3.51e-16 1.09e-24 1.27e-22 
1514.05 8.82e-01 1.18e-01 4.53e-16 7.55e-25 4.26e-23 
1808.80 7.40e-01 2.60e-01 9.64e-16 9.58e-25 9.56e-23 
1919.29 9.18e-01 8.22e-02 3.27e-16 2.16e-25 1.50e-23 
2160.92 8.33e-01 1.67e-01 5.93e-16 1.89e-25 1.47e-23 
2292.92 9.13e-01 8.72e-02 3.61e-16 3.40e-26 2.03e-24 
2432.98 8.56e-01 1.44e-01 5.19e-16 1.07e-25 2.28e-23 
2581.60 8.51e-01 1.49e-01 6.24e-16 3.14e-26 2.42e-24 
2739.29 7.14e-01 2.86e-01 1.16e-15 5.27e-26 2.85e-24 
2906.62 8.62e-01 1.38e-01 4.35e-16 2.54e-26 4.68e-24 
3084.17 8.32e-01 1.68e-01 5.40e-16 1.08e-26 6.83e-25 
3272.56 7.67e-01 2.33e-01 5.91e-16 1.78e-26 2.98e-24 
3472.46 8.40e-01 1.60e-01 3.13e-16 9.92e-27 1.00e-24 
3684.57 9.04e-01 9.55e-02 1.35e-16 2.83e-27 1.98e-25 
3909.64 8.45e-01 1.55e-01 1.27e-16 1.17e-26 3.18e-24 
4148.46 9.08e-01 9.24e-02 4.42e-17 2.77e-27 1.49e-25 
4401.86 8.10e-01 1.90e-01 3.77e-17 6.56e-27 5.85e-25 
4670.75 9.48e-01 5.19e-02 4.50e-18 5.59e-27 1.12e-24 
4956.05 9.91e-01 8.55e-03 2.72e-18 5.88e-26 1.14e-22 
5258.79 9.51e-01 4.92e-02 2.80e-18 1.36e-26 1.77e-24 
5580.02 9.61e-01 3.95e-02 1.59e-16 3.63e-23 5.94e-20 
5920.87 9.99e-01 7.81e-04 1.96e-18 9.51e-26 2.23e-23 
6282.54 1.00e+00 2.64e-04 1.82e-17 3.20e-24 3.36e-21 
6666.30 1.00e+00 7.37e-05 1.81e-17 1.05e-25 7.01e-24 
7073.50 1.00e+00 1.56e-05 1.30e-17 3.03e-24 1.88e-20 
7505.58 1.00e+00 2.68e-06 9.61e-18 9.93e-27 1.62e-24 
7964.05 1.00e+00 3.17e-07 5.99e-18 6.31e-27 7.44e-25 
8450.53 1.00e+00 2.80e-08 3.60e-18 1.07e-27 7.37e-25 
8966.72 1.00e+00 2.13e-09 2.01e-18 8.06e-28 9.34e-26 
9514.44 1.00e+00 1.10e-10 1.23e-18 6.21e-27 1.26e-24 
10095.62 1.00e+00 3.14e-12 6.38e-19 1.13e-28 1.13e-28 
10712.30 1.00e+00 1.02e-13 3.82e-19 6.23e-29 6.23e-29 
11366.65 1.00e+00 4.65e-15 1.83e-19 2.26e-29 2.26e-29 
12061.10 1.00e+00 2.28e-16 3.80e-20 4.77e-30 4.77e-30 
12793.43 1.00e+00 8.71e-17 3.78e-20 7.96e-31 7.96e-31 
13528.61 1.00e+00 9.57e-17 9.24e-21 1.92e-31 1.92e-31 
14194.74 1.00e+00 1.29e-16 9.37e-21 8.21e-32 8.21e-32 
14757.77 1.00e+00 1.57e-16 5.68e-21 5.01e-32 5.01e-32 
15240.48 1.00e+00 1.55e-16 2.97e-21 2.70e-32 2.70e-32 
15646.99 1.00e+00 1.13e-16 8.62e-22 1.37e-32 1.37e-32 
15960.30 1.00e+00 1.07e-16 5.30e-22 7.18e-33 7.18e-33 
16187.41 1.00e+00 1.09e-16 4.15e-22 5.54e-33 5.54e-33 
16354.17 1.00e+00 1.17e-16 4.01e-22 5.22e-33 5.22e-33 
16484.18 1.00e+00 1.48e-16 6.68e-22 5.74e-33 5.74e-33 
16593.12 1.00e+00 1.26e-16 5.42e-22 6.80e-33 6.80e-33 
16691.99 1.00e+00 2.12e-16 1.10e-21 7.82e-33 7.82e-33 
16788.59 1.00e+00 2.16e-16 1.23e-21 8.62e-33 8.62e-33 
16888.37 1.00e+00 2.84e-16 1.63e-21 9.36e-33 9.36e-33 
16998.79 1.00e+00 2.95e-16 1.74e-21 1.02e-32 1.02e-32 
